postalcode,work_location,employee_count
C1A 4C3,"Provincial Admin Building",2
C1A 4C7,"Mt. Stewart Highway Labs",1
C1A 4E8,"Red Road Homes",1
C1A 4E9,"51-53 Water Street",1
C1A 4G2,"Provincial Correctional Centre",1
C1A 4G7,"Provincial Correctional Centre",1
C1A 4H3,"Prince County Jail &Courthouse",1
C1A 4H4,"Provincial Admin Building",1
C1A 4H5,"Sherwood Business Centre",1
C1A 4H6,"Aubin Arsenault Bldg",1
C1A 4H6,"Dairy Labs",1
C1A 4H6,"Mt. Stewart Highway Labs",1
C1A 4H7,"Provincial Admin Building",2
C1A 4H8,"Ch'Town Government Garage",1
C1A 4J7,"PEI Analytical Labs",1
C1A 4K4,"Aubin Arsenault Bldg",1
C1A 4K4,"Holman Building (Ch'town)",1
C1A 4L1,"Aubin Arsenault Bldg",1
C1A 4L7,"Ch'Town Government Garage",1
C1A 4M5,"Brookvale Ski Resort",1
C1A 4M5,"Provincial Admin Building",2
C1A 4P5,"Provincial Admin Building",1
C1A 4P6,"Provincial Admin Building",1
C1A 4R4,"J. Angus MacLean Bldg",1
C1A 4S1,"Coles Building",1
C1A 4S2,"Provincial Admin Building",1
C1A 4S3,"Beaconsfield Historic House",1
C1A 4S5,"Provincial Admin Building",1
C1A 4S6,"Provincial Admin Building",1
C1A 4S8,"Elmer Blanchard Building",1
C1A 4T6,"Sherwood Business Centre",1
C1A 4V5,"22 Hunt Court",1
C1A 4V6,"Provincial Admin Building",1
C1A 4W7,"Holman Building (Ch'town)",1
C1A 4W8,"Provincial Admin Building",1
C1A 4X3,"Aubin Arsenault Bldg",1
C1A 4X4,"Provincial Admin Building",1
C1A 4X4,"Provincial Correctional Centre",1
C1A 4X4,"Sherwood Business Centre",2
C1A 4X5,"Sherwood Business Centre",1
C1A 4X6,"Provincial Admin Building",1
C1A 4X6,"Sherwood Business Centre",1
C1A 4X7,"Elmer Blanchard Building",1
C1A 4X7,"Queen Street Liquor Store",1
C1A 4X8,"Provincial Admin Building",1
C1A 4Z5,"Provincial Admin Building",1
C1A 4Z7,"Provincial Admin Building",1
C1A 5A3,"Ch'Town Government Garage",1
C1A 5B4,"Access PEI - Summerside",1
C1A 5B4,"Frank Gaudet Nursery",1
C1A 5B5,"Provincial Admin Building",2
C1A 5B7,"16 Garfield St.",1
C1A 5C4,"Charlottetown",1
C1A 5C7,"Aubin Arsenault Bldg",1
C1A 5E2,"Provincial Admin Building",1
C1A 5E4,"Ch'Town Government Garage",1
C1A 5E6,"Provincial Admin Building",1
C1A 5E8,"Provincial Admin Building",2
C1A 5E9,"Morell Library",1
C1A 5G1,"Provincial Admin Building",1
C1A 5G1,"Undefined Location",1
C1A 5G3,"Confederation Centre",1
C1A 5G3,"Provincial Admin Building",1
C1A 5G3,"West Royalty Industrial Park",1
C1A 5G6,"Mt. Stewart Highway Labs",1
C1A 5G8,"Ch'Town Government Garage",1
C1A 5G8,"Sherwood Business Centre",2
C1A 5G9,"Sherwood Business Centre",1
C1A 5H6,"185 Beach Grove Road",1
C1A 5J3,"Provincial Admin Building",1
C1A 5J6,"Provincial Admin Building",2
C1A 5J8,"Charlottetown Cannabis Store",1
C1A 5J8,"Liquor Control Commission",1
C1A 5J8,"SirLouisHenryDaviesLawCourt",1
C1A 5K2,"Provincial Correctional Centre",1
C1A 5L1,"Customs House",1
C1A 5L1,"Provincial Admin Building",4
C1A 5L2,"Ch'Town Government Garage",1
C1A 5L2,"Douses Road",1
C1A 5L2,"Provincial Admin Building",1
C1A 5L2,"Red Road Homes",1
C1A 5L7,"Holman Centre (Summerside)",1
C1A 5L9,"Provincial Admin Building",2
C1A 5M1,"185 Beach Grove Road",1
C1A 5M3,"Provincial Admin Building",1
C1A 5M7,"Provincial Admin Building",2
C1A 5M8,"Provincial Admin Building",1
C1A 5P1,"Tyne Valley Child/Youth Dev Hl",1
C1A 5P6,"Red Road Homes",1
C1A 5R2,"Atlantic Technology Centre",1
C1A 5R3,"Ch'Town Government Garage",1
C1A 5R3,"Education Technology Centre",2
C1A 5R3,"Queen Street Liquor Store",1
C1A 5R4,"197 Richmond Street/Ctrown Att",1
C1A 5R4,"Sherwood Business Centre",1
C1A 5S1,"Child & Family  Services",1
C1A 5T1,"Charlottetown",1
C1A 5T4,"40B Burns Ave.",1
C1A 5T8,"Provincial Admin Building",1
C1A 5V4,"Ch'Town Government Garage",1
C1A 5V4,"Provincial Admin Building",1
C1A 5V7,"Provincial Admin Building",1
C1A 5V8,"Atlantic Technology Centre",1
C1A 5V8,"Ch'Town Government Garage",1
C1A 5V8,"Coles Building",1
C1A 5V8,"Holman Centre (Summerside)",1
C1A 5V8,"Provincial Admin Building",2
C1A 5X1,"Provincial Admin Building",1
C1A 5X3,"Undefined Location",1
C1A 5X5,"Red Road Homes",1
C1A 5X7,"Provincial Admin Building",1
C1A 5Y2,"Comm & Corr Services",1
C1A 5Y5,"Provincial Admin Building",1
C1A 5Y6,"Provincial Admin Building",1
C1A 5Z2,"West Royalty Liquor Store",1
C1A 5Z3,"Provincial Admin Building",2
C1A 5Z9,"Provincial Admin Building",2
C1A 6A1,"Government House",1
C1A 6A5,"Kings County",1
C1A 6A5,"Provincial Correctional Centre",1
C1A 6A5,"Sherwood Business Centre",2
C1A 6A7,"Provincial Admin Building",2
C1A 6A9,"Holland College Royalty Centre",1
C1A 6A9,"Province House",1
C1A 6B5,"Ch'Town Government Garage",1
C1A 6B5,"Provincial Admin Building",1
C1A 6B5,"Provincial Correctional Centre",1
C1A 6B6,"Ch'Town Government Garage",1
C1A 6B6,"Red Road Homes",1
C1A 6B8,"Provincial Admin Building",1
C1A 6B9,"Ch'Town Government Garage",1
C1A 6C1,"Sherwood Business Centre",1
C1A 6C2,"Provincial Admin Building",1
C1A 6C3,"40B Burns Ave.",1
C1A 6C3,"Mt. Stewart Highway Labs",1
C1A 6C6,"Provincial Admin Building",1
C1A 6C6,"Sherwood Business Centre",1
C1A 6E3,"Provincial Admin Building",2
C1A 6E5,"J. Angus MacLean Bldg",1
C1A 6G1,"Provincial Admin Building",1
C1A 6G2,"Provincial Admin Building",1
C1A 6H3,"Ch'Town Government Garage",1
C1A 6H3,"Provincial Admin Building",1
C1A 6H5,"Founders' Hall",1
C1A 6H5,"Provincial Admin Building",1
C1A 6J3,"185 Beach Grove Road",1
C1A 6K1,"Provincial Admin Building",1
C1A 6K4,"Sherwood Business Centre",1
C1A 6K6,"Atlantic Technology Centre",1
C1A 6K6,"Ch'Town Government Garage",1
C1A 6L1,"Provincial Admin Building",2
C1A 6L3,"Elmer Blanchard Building",1
C1A 6L3,"Provincial Admin Building",1
C1A 6L3,"Provincial Correctional Centre",1
C1A 6L5,"Provincial Admin Building",1
C1A 6L6,"Beaconsfield Historic House",1
C1A 6L6,"Ch'Town Government Garage",1
C1A 6L6,"Elmer Blanchard Building",1
C1A 6L6,"Liquor Control Commission",1
C1A 6L8,"40B Burns Ave.",1
C1A 6L9,"Beaconsfield Historic House",1
C1A 6L9,"Provincial Admin Building",1
C1A 6M1,"40C Burns Ave.",1
C1A 6M5,"Customs House",1
C1A 6M7,"Borden Scale House",1
C1A 6M7,"Ch'Town Government Garage",1
C1A 6M8,"Provincial Admin Building",1
C1A 6M9,"Coles Building",1
C1A 6N1,"197 Richmond Street/Ctrown Att",1
C1A 6N2,"16 Garfield St.",1
C1A 6N2,"Liquor Control Commission",1
C1A 6N2,"Provincial Admin Building",1
C1A 6N2,"SirLouisHenryDaviesLawCourt",1
C1A 6N4,"Elmer Blanchard Building",1
C1A 6N4,"Sherwood Business Centre",1
C1A 6N5,"Provincial Admin Building",2
C1A 6N8,"Provincial Admin Building",1
C1A 6P1,"North Rustico Liquor Store",1
C1A 6P2,"Provincial Admin Building",1
C1A 6P3,"Ch'Town Government Garage",1
C1A 6P5,"Provincial Admin Building",1
C1A 6P6,"Queen Street Liquor Store",1
C1A 6P6,"Sherwood Business Centre",1
C1A 6P8,"Provincial Admin Building",1
C1A 6R1,"16 Garfield St.",1
C1A 6R3,"Sherwood Business Centre",1
C1A 6R7,"Atlantic Technology Centre",1
C1A 6S1,"Ch'Town Government Garage",1
C1A 6S2,"Cambridge Building",1
C1A 6S3,"Provincial Admin Building",1
C1A 6S7,"Elmer Blanchard Building",1
C1A 6S7,"Liquor Control Commission",1
C1A 6S7,"Provincial Admin Building",1
C1A 6S7,"Provincial Correctional Centre",1
C1A 6T4,"Forestry Queens",1
C1A 6T5,"Ch'Town Government Garage",1
C1A 6T5,"Provincial Admin Building",1
C1A 6T6,"Frank Gaudet Nursery",1
C1A 6V2,"Red Road Homes",1
C1A 6V2,"Sherwood Business Centre",1
C1A 6V3,"Atlantic Technology Centre",2
C1A 6V3,"Holman Centre (Summerside)",1
C1A 6V6,"Provincial Admin Building",1
C1A 6V6,"Sherwood Business Centre",1
C1A 6W2,"Sherwood Business Centre",1
C1A 6W4,"22 Hunt Court",1
C1A 6W4,"Provincial Admin Building",1
C1A 6W5,"Provincial Admin Building",1
C1A 6X4,"Ch'Town Government Garage",1
C1A 6X4,"Provincial Admin Building",1
C1A 6X6,"Ch'Town Government Garage",1
C1A 6X6,"Founders' Hall",1
C1A 6Y1,"Elmer Blanchard Building",1
C1A 6Y2,"Provincial Admin Building",1
C1A 6Y2,"West Royalty Industrial Park",1
C1A 6Y3,"Ch'Town Government Garage",1
C1A 6Y3,"Provincial Admin Building",1
C1A 6Y3,"Tignish Body Shop",1
C1A 6Y4,"Provincial Admin Building",1
C1A 6Y7,"Provincial Admin Building",1
C1A 6Y8,"Ch'Town Government Garage",1
C1A 6Z1,"Ch'Town Government Garage",1
C1A 6Z3,"Ch'Town Government Garage",1
C1A 6Z3,"Provincial Admin Building",1
C1A 6Z3,"Provincial Correctional Centre",1
C1A 6Z5,"Provincial Admin Building",1
C1A 6Z7,"Aubin Arsenault Bldg",1
C1A 6Z7,"Government House",1
C1A 6Z9,"Provincial Admin Building",1
C1A 7A2,"Coles Building",1
C1A 7A3,"Atlantic Technology Centre",1
C1A 7A3,"Provincial Admin Building",1
C1A 7A3,"Tyne Valley Child/Youth Dev Hl",1
C1A 7A4,"Crowbush Golf Course",1
C1A 7A6,"Charlottetown",1
C1A 7A7,"Liquor Control Commission",1
C1A 7A9,"185 Beach Grove Road",1
C1A 7B2,"Provincial Admin Building",1
C1A 7J6,"185 Beach Grove Road",1
C1A 7J6,"Customs House",1
C1A 7J7,"40B Burns Ave.",1
C1A 7J7,"Highway Safety Charlottetown",1
C1A 7J7,"Oak Tree Place",1
C1A 7J7,"Provincial Admin Building",1
C1A 7J8,"Ch'Town Government Garage",1
C1A 7J8,"Forestry Dept- Southhampton-St",1
C1A 7J8,"Provincial Admin Building",1
C1A 7J8,"Provincial Correctional Centre",1
C1A 7J8,"Sherwood Business Centre",1
C1A 7K7,"Potato Service Building",1
C1A 7K7,"Provincial Admin Building",1
C1A 7K7,"Stratford Liquor Store",1
C1A 7L1,"548 Main St., Montague",1
C1A 7L1,"Provincial Correctional Centre",1
C1A 7L1,"West Royalty Industrial Park",1
C1A 7L3,"Liquor Control Commission",1
C1A 7L9,"Provincial Admin Building",1
C1A 7M8,"Coles Building",1
C1A 7N3,"40C Burns Ave.",2
C1A 7N4,"Ch'Town Government Garage",1
C1A 7N4,"Liquor Control Commission",1
C1A 7N8,"Provincial Admin Building",1
C1A 7N9,"Southern Kings & Queens RSC",1
C1A 7P9,"Provincial Admin Building",1
C1A 7R2,"Elmer Blanchard Building",1
C1A 7R2,"Provincial Admin Building",2
C1A 7R7,"548 Main St., Montague",1
C1A 7S2,"Sherwood Business Centre",1
C1A 7S3,"40A Burns Ave.",1
C1A 7S4,"Liquor Control Commission",1
C1A 7S7,"Provincial Admin Building",2
C1A 7S9,"185 Beach Grove Road",1
C1A 7S9,"Liquor Control Commission",1
C1A 7S9,"Provincial Admin Building",1
C1A 7T2,"Atlantic Technology Centre",1
C1A 7T4,"Provincial Admin Building",1
C1A 7V7,"Highway Safety Charlottetown",1
C1A 7V8,"Ch'Town Government Garage",1
C1A 7V9,"J. Angus MacLean Bldg",1
C1A 7W6,"Confederation Centre",1
C1A 7W6,"Frank Gaudet Nursery",1
C1A 7W8,"Sherwood Business Centre",1
C1A 7X4,"Province House",1
C1A 7X5,"Liquor Control Commission",1
C1A 7Y1,"Ch'Town Government Garage",1
C1A 7Z1,"Atlantic Technology Centre",1
C1A 7Z1,"Provincial Admin Building",1
C1A 7Z8,"Ch'Town Government Garage",1
C1A 7Z8,"Provincial Admin Building",2
C1A 7Z8,"Sherwood Business Centre",1
C1A 7Z9,"Ch'Town Government Garage",1
C1A 8A4,"40B Burns Ave.",1
C1A 8B9,"51-53 Water Street",1
C1A 8B9,"Provincial Admin Building",1
C1A 8B9,"Provincial Correctional Centre",1
C1A 8C2,"Provincial Admin Building",1
C1A 8C5,"Liquor Control Commission",1
C1A 8C7,"Provincial Admin Building",1
C1A 8C9,"Coles Building",1
C1A 8C9,"Provincial Admin Building",2
C1A 8C9,"Queen Street Liquor Store",1
C1A 8E2,"Liquor Control Commission",1
C1A 8E7,"Provincial Admin Building",1
C1A 8G2,"Provincial Admin Building",1
C1A 8G3,"40B Burns Ave.",1
C1A 8G3,"Provincial Admin Building",1
C1A 8G5,"CARREFOUR DE L'ISLE-SAINT-JEAN",1
C1A 8H2,"Elmer Blanchard Building",1
C1A 8H3,"Provincial Admin Building",2
C1A 8H3,"Provincial Correctional Centre",2
C1A 8H8,"PEI Analytical Labs",1
C1A 8H8,"Provincial Admin Building",1
C1A 8H8,"SirLouisHenryDaviesLawCourt",1
C1A 8J2,"Provincial Admin Building",1
C1A 8J6,"Confederation Centre",1
C1A 8J6,"Provincial Admin Building",1
C1A 8K4,"Coles Building",1
C1A 8K8,"40B Burns Ave.",1
C1A 8K8,"Aubin Arsenault Bldg",1
C1A 8K8,"Charlottetown",1
C1A 8K9,"Ch'Town Government Garage",1
C1A 8L4,"Ch'Town Government Garage",1
C1A 8L4,"Sherwood Business Centre",1
C1A 8L7,"Holman Centre (Summerside)",1
C1A 8L8,"40A Burns Ave.",1
C1A 8L8,"Provincial Admin Building",1
C1A 8M3,"Holman Building (Ch'town)",1
C1A 8M3,"Provincial Admin Building",1
C1A 8M5,"Ch'Town Government Garage",1
C1A 8M5,"Sherwood Business Centre",1
C1A 8M7,"Red Road Homes",1
C1A 8N1,"Ch'Town Government Garage",1
C1A 8N1,"Provincial Admin Building",2
C1A 8N5,"West Royalty Liquor Store",1
C1A 8N8,"Red Road Homes",1
C1A 8P1,"185 Beach Grove Road",2
C1A 8P1,"Montague Cannabis Store",1
C1A 8P1,"Provincial Admin Building",1
C1A 8P2,"Atlantic Technology Centre",2
C1A 8P2,"Confederation Centre",1
C1A 8P2,"Provincial Admin Building",2
C1A 8P5,"Government House",1
C1A 8P5,"Highway Safety Charlottetown",1
C1A 8P6,"Ch'Town Government Garage",1
C1A 8R1,"Provincial Admin Building",1
C1A 8R9,"Oak Tree Place",1
C1A 8R9,"Sherwood Business Centre",1
C1A 8S2,"Beaconsfield Historic House",1
C1A 8S2,"Provincial Admin Building",1
C1A 8S6,"Ch'Town Government Garage",1
C1A 8T1,"Oak Tree Place",1
C1A 8T1,"Provincial Admin Building",1
C1A 8T7,"Aubin Arsenault Bldg",1
C1A 8T7,"Province House",1
C1A 8T7,"Provincial Correctional Centre",1
C1A 8W3,"Provincial Correctional Centre",1
C1A 8W3,"Sherwood Business Centre",1
C1A 8W5,"May Point Plaza",1
C1A 8W8,"J. Angus MacLean Bldg",1
C1A 8W9,"Dundarave",1
C1A 8X5,"Montague Library",1
C1A 8X5,"Provincial Admin Building",1
C1A 8X7,"Beaconsfield Historic House",1
C1A 8X7,"Provincial Admin Building",2
C1A 8Y2,"Provincial Admin Building",1
C1A 8Y3,"Provincial Admin Building",2
C1A 8Y7,"Crowbush Golf Course",1
C1A 8Z3,"Province House",1
C1A 8Z3,"Provincial Admin Building",1
C1A 8Z4,"Frank Gaudet Nursery",1
C1A 8Z4,"Provincial Admin Building",1
C1A 8Z6,"May Point Plaza",1
C1A 9A4,"Oak Tree Place",1
C1A 9B1,"Oak Tree Place",1
C1A 9B2,"Research Station",1
C1A 9B2,"Stratford Liquor Store",1
C1A 9B5,"Provincial Admin Building",1
C1A 9B5,"Summerside Waterfront Dev Bldg",1
C1A 9B6,"40A Burns Ave.",1
C1A 9B6,"Liquor Control Commission",1
C1A 9C7,"Elmer Blanchard Building",1
C1A 9E2,"Atlantic Technology Centre",1
C1A 9E3,"Elmer Blanchard Building",1
C1A 9E7,"40B Burns Ave.",1
C1A 9E7,"Ch'Town Government Garage",1
C1A 9E7,"Provincial Admin Building",1
C1A 9E8,"Ch'Town Government Garage",1
C1A 9G6,"Elmer Blanchard Building",1
C1A 9G6,"Provincial Admin Building",1
C1A 9H3,"Provincial Admin Building",2
C1A 9H6,"Holman Centre (Summerside)",1
C1A 9H6,"Provincial Admin Building",1
C1A 9J4,"Liquor Control Commission",1
C1A 9J4,"Potato Service Building",1
C1A 9J6,"Charlottetown",1
C1A 9J7,"Ch'Town Government Garage",1
C1A 9J9,"Provincial Admin Building",1
C1A 9K3,"185 Beach Grove Road",1
C1A 9K4,"Ch'Town Government Garage",1
C1A 9K4,"Elmer Blanchard Building",1
C1A 9L5,"Provincial Admin Building",1
C1A 9L7,"Potato Service Building",1
C1A 9L8,"Atlantic Technology Centre",1
C1A 9N9,"Aubin Arsenault Bldg",1
C1A 9P9,"Provincial Admin Building",2
C1A 9P9,"Stratford Liquor Store",1
C1A 9R4,"Provincial Admin Building",1
C1A 9R7,"Liquor Control Commission",1
C1A 9S1,"Provincial Admin Building",1
C1A 9S4,"Provincial Admin Building",1
C1A 9S4,"Provincial Correctional Centre",2
C1A 9S9,"Provincial Admin Building",1
C1A 9S9,"West Royalty Liquor Store",1
C1A 9T1,"Ch'Town Government Garage",1
C1A 9T1,"Sherwood Business Centre",1
C1A 9T3,"Highway Safety Charlottetown",1
C1A 1H4,"Provincial Correctional Centre",1
C1A 2K3,"Provincial Admin Building",1
C1A 3L8,"Provincial Admin Building",1
C1A 4X3,"Provincial Admin Building",1
C1A 5G8,"Provincial Admin Building",1
C1A 6Y9,"Provincial Admin Building",1
C1A 7N1,"Customs House",1
C1A 9L3,"Sherwood Business Centre",1
C1B 0A6,"40A Burns Ave.",1
C1B 0A6,"Provincial Admin Building",1
C1B 0B2,"Customs House",1
C1B 0B2,"Holman Centre (Summerside)",1
C1B 0B2,"Summerside Youth Centre",1
C1B 0B6,"Provincial Admin Building",2
C1B 0B6,"Provincial Correctional Centre",1
C1B 0B7,"Highway Safety Charlottetown",1
C1B 0C5,"Stratford Liquor Store",1
C1B 0C6,"Provincial Admin Building",1
C1B 0C6,"Sherwood Business Centre",1
C1B 0C7,"Liquor Control Commission",1
C1B 0C7,"Provincial Admin Building",1
C1B 0C7,"Sherwood Business Centre",1
C1B 0E5,"40B Burns Ave.",1
C1B 0E5,"Provincial Admin Building",1
C1B 0E7,"Provincial Admin Building",1
C1B 0E8,"Provincial Admin Building",1
C1B 0E9,"Frank Gaudet Nursery",1
C1B 0G1,"Provincial Admin Building",1
C1B 0G4,"Provincial Admin Building",1
C1B 0G5,"Provincial Admin Building",1
C1B 0G6,"Elmer Blanchard Building",1
C1B 0G6,"Sherwood Business Centre",1
C1B 0G6,"SirLouisHenryDaviesLawCourt",1
C1B 0H6,"51-53 Water Street",1
C1B 0H9,"Provincial Admin Building",2
C1B 0J2,"Provincial Correctional Centre",1
C1B 0J5,"Provincial Admin Building",1
C1B 0K1,"Provincial Admin Building",1
C1B 0K2,"Ch'Town Government Garage",1
C1B 0L1,"Ch'Town Government Garage",1
C1B 0L1,"Provincial Admin Building",1
C1B 0L2,"Ch'Town Government Garage",1
C1B 0L2,"Johnny Ross Young RSC",1
C1B 0L3,"40A Burns Ave.",1
C1B 0L3,"51-53 Water Street",1
C1B 0L3,"Cardigan Bus Depot",1
C1B 0L3,"Red Road Homes",1
C1B 0L4,"SirLouisHenryDaviesLawCourt",1
C1B 0L6,"Atlantic Technology Centre",1
C1B 0L6,"Sherwood Business Centre",1
C1B 0L9,"Provincial Admin Building",1
C1B 0M3,"Provincial Admin Building",1
C1B 0M5,"Sherwood Business Centre",1
C1B 0M9,"Provincial Admin Building",1
C1B 0N4,"Red Road Homes",1
C1B 0N6,"Georgetown Government Garage",1
C1B 0P0,"Provincial Admin Building",1
C1B 0R5,"Ch'Town Government Garage",1
C1B 0R7,"Southern Kings & Queens RSC",1
C1B 0S7,"548 Main St., Montague",1
C1B 0S7,"Ch'Town Government Garage",1
C1B 0S8,"Liquor Control Commission",1
C1B 0S9,"Provincial Admin Building",1
C1B 0T8,"Atlantic Technology Centre",1
C1B 0T8,"Provincial Admin Building",1
C1B 0V2,"40B Burns Ave.",1
C1B 0V2,"Montague Cannabis Store",1
C1B 0V2,"Provincial Correctional Centre",1
C1B 0V3,"Provincial Admin Building",2
C1B 0V5,"Provincial Admin Building",1
C1B 0V6,"16 Garfield St.",1
C1B 0V8,"Oak Tree Place",1
C1B 0V8,"Provincial Admin Building",2
C1B 0V8,"Sherwood Business Centre",1
C1B 0W6,"Provincial Admin Building",1
C1B 0X1,"Ch'Town Government Garage",1
C1B 0X1,"Provincial Admin Building",1
C1B 0X2,"Provincial Admin Building",1
C1B 0X4,"Provincial Admin Building",2
C1B 0Y5,"Summerside Youth Centre",1
C1B 0Y6,"Sherwood Business Centre",1
C1B 0Y7,"Potato Service Building",1
C1B 0Y7,"Sherwood Business Centre",1
C1B 0Z1,"Stratford Access PEI",1
C1B 0Z5,"Ch'Town Government Garage",1
C1B 0Z5,"Oak Tree Place",1
C1B 0Z5,"Provincial Admin Building",1
C1B 0Z6,"Provincial Admin Building",1
C1B 0Z9,"Ch'Town Government Garage",1
C1B 1A2,"548 Main St., Montague",1
C1B 1A2,"Elmer Blanchard Building",1
C1B 1A2,"Provincial Correctional Centre",1
C1B 1A5,"Customs House",1
C1B 1A7,"Provincial Admin Building",1
C1B 1A8,"Highway Safety Charlottetown",1
C1B 1A8,"Provincial Admin Building",1
C1B 1B2,"Provincial Admin Building",1
C1B 1B9,"Liquor Control Commission",1
C1B 1B9,"Provincial Admin Building",1
C1B 1B9,"Provincial Correctional Centre",1
C1B 1C4,"40B Burns Ave.",1
C1B 1C4,"Ch'Town Government Garage",1
C1B 1C5,"Provincial Admin Building",1
C1B 1C9,"Provincial Admin Building",1
C1B 1E2,"Provincial Admin Building",1
C1B 1E5,"Georgetown Government Garage",1
C1B 1E6,"Ch'Town Government Garage",1
C1B 1E6,"Provincial Admin Building",1
C1B 1G2,"Sherwood Business Centre",1
C1B 1G3,"Summerside Government Garage",1
C1B 1G6,"Elmer Blanchard Building",1
C1B 1G6,"Provincial Admin Building",2
C1B 1G7,"Red Road Homes",1
C1B 1G7,"Stratford Liquor Store",1
C1B 1G8,"185 Beach Grove Road",1
C1B 1G9,"Ch'Town Government Garage",1
C1B 1H2,"Provincial Admin Building",1
C1B 1J3,"Provincial Admin Building",1
C1B 1J5,"Liquor Control Commission",1
C1B 1J5,"Sherwood Business Centre",2
C1B 1J6,"Customs House",1
C1B 1J6,"Stratford Liquor Store",1
C1B 1J9,"Ch'Town Government Garage",1
C1B 1J9,"Provincial Admin Building",1
C1B 1K2,"Sherwood Business Centre",1
C1B 1K4,"Ch'Town Government Garage",1
C1B 1K5,"197 Richmond Street/Ctrown Att",1
C1B 1K5,"Frank Gaudet Nursery",1
C1B 1K6,"Ch'Town Government Garage",1
C1B 1K6,"Provincial Admin Building",1
C1B 1K7,"185 Beach Grove Road",1
C1B 1K7,"SirLouisHenryDaviesLawCourt",1
C1B 1K8,"Aubin Arsenault Bldg",2
C1B 1K8,"Liquor Control Commission",1
C1B 1K8,"Provincial Admin Building",3
C1B 1K9,"Crowbush Golf Course",1
C1B 1K9,"Frank Gaudet Nursery",1
C1B 1K9,"Provincial Admin Building",2
C1B 1L1,"Provincial Admin Building",1
C1B 1L2,"40A Burns Ave.",1
C1B 1L2,"Mt. Stewart Highway Labs",1
C1B 1L2,"Provincial Admin Building",1
C1B 1L3,"Provincial Admin Building",1
C1B 1L4,"Child & Family  Services",1
C1B 1L4,"Provincial Admin Building",2
C1B 1L4,"Undefined Location",2
C1B 1L5,"Provincial Admin Building",1
C1B 1L6,"Holman Centre (Summerside)",1
C1B 1L6,"Mt. Stewart Highway Labs",1
C1B 1L6,"Provincial Admin Building",3
C1B 1L9,"Provincial Admin Building",1
C1B 1M1,"Atlantic Technology Centre",1
C1B 1M1,"Aubin Arsenault Bldg",1
C1B 1M1,"Coles Building",1
C1B 1M1,"Provincial Admin Building",1
C1B 1M1,"West Royalty Liquor Store",1
C1B 1M2,"Holman Centre (Summerside)",1
C1B 1M2,"Provincial Admin Building",3
C1B 1M2,"Stratford Liquor Store",1
C1B 1M2,"West Royalty Liquor Store",1
C1B 1M3,"Provincial Correctional Centre",1
C1B 1M3,"Red Road Homes",1
C1B 1M3,"Stratford Liquor Store",1
C1B 1M4,"Queen Street Liquor Store",1
C1B 1M5,"Child & Family  Services",1
C1B 1M5,"Customs House",1
C1B 1M8,"Frank Gaudet Nursery",1
C1B 1M8,"Provincial Admin Building",1
C1B 1M8,"Provincial Correctional Centre",1
C1B 1N2,"Elmer Blanchard Building",1
C1B 1N2,"Provincial Admin Building",1
C1B 1N2,"Sherwood Business Centre",1
C1B 1N6,"Holman Centre (Summerside)",1
C1B 1P2,"Provincial Admin Building",1
C1B 1P4,"Sherwood Business Centre",1
C1B 1P4,"Undefined Location",1
C1B 1P5,"Comm & Corr Services",1
C1B 1P9,"Research Station",1
C1B 1R5,"Provincial Admin Building",1
C1B 1R6,"Sherwood Business Centre",1
C1B 1R7,"Provincial Admin Building",1
C1B 1S2,"Sherwood Business Centre",1
C1B 1S3,"Provincial Admin Building",1
C1B 1S4,"Georgetown Government Garage",1
C1B 1S8,"Provincial Admin Building",1
C1B 1S9,"Education Technology Centre",1
C1B 1T2,"Provincial Correctional Centre",2
C1B 1T5,"Provincial Correctional Centre",1
C1B 1V1,"Charlottetown",1
C1B 1V1,"Customs House",1
C1B 1V1,"Stratford Access PEI",1
C1B 1V2,"Provincial Admin Building",1
C1B 1V3,"Ch'Town Government Garage",1
C1B 1V4,"Red Road Homes",2
C1B 1V6,"Provincial Admin Building",2
C1B 1V8,"West Royalty Industrial Park",1
C1B 1W0,"Liquor Control Commission",1
C1B 1W2,"Ch'Town Government Garage",1
C1B 1W2,"Provincial Admin Building",1
C1B 1W2,"Sherwood Business Centre",2
C1B 1W2,"SirLouisHenryDaviesLawCourt",1
C1B 1W3,"Ch'Town Government Garage",1
C1B 1W3,"Holman Centre (Summerside)",1
C1B 1W9,"Atlantic Technology Centre",1
C1B 1X1,"Provincial Admin Building",1
C1B 1X4,"Provincial Admin Building",1
C1B 1Y1,"40A Burns Ave.",1
C1B 1Y2,"Provincial Admin Building",1
C1B 1Y3,"Provincial Admin Building",1
C1B 1Y4,"Liquor Control Commission",1
C1B 1Y4,"Provincial Admin Building",1
C1B 1Y4,"Sherwood Business Centre",1
C1B 1Z2,"Provincial Admin Building",1
C1B 1Z3,"Crowbush Golf Course",1
C1B 1Z3,"Provincial Admin Building",1
C1B 1Z9,"Provincial Admin Building",1
C1B 1Z9,"Sherwood Business Centre",1
C1B 2A1,"Aubin Arsenault Bldg",1
C1B 2A3,"Red Road Homes",1
C1B 2A3,"Sherwood Business Centre",1
C1B 2A4,"Charlottetown Cannabis Store",1
C1B 2A4,"Red Road Homes",1
C1B 2A7,"Potato Service Building",1
C1B 2A8,"40 Enman Crescent",1
C1B 2A8,"Atlantic Technology Centre",1
C1B 2A8,"Brudenell Golf",1
C1B 2A8,"Highway Safety Charlottetown",1
